NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS,ANKLE_WEIGHT,BAND,BARBELL,BATTLE_ROPE,BENCH,BIKE,BOSU_BALL,BOX,CABLE_MACHINE,DUMBBELL,EZ_BAR,FOAM_ROLLER,JUMP_ROPE,KETTLEBELL,MACHINE,MEDICINE_BALL,OTHER,PLATE,PULLUP_BAR,RINGS,ROPE,SANDBAG,SLED,SLIDING_DISC,SMITH_MACHINE,SQUAT_RACK,SWISS_BALL,TRX,WEIGHT_VEST
Close-grip Barbell Bench Press,BENCH_PRESS,CLOSE_GRIP_BARBELL_BENCH_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/BENCH_PRESS/CLOSE_GRIP_BARBELL_BENCH_PRESS,Advanced,"The close-grip barbell bench press is an upper-body pressing drill that emphasizes building strength in the triceps as well as the chest. This exercises also increases upper body pushing strength. By placing your hands closer than shoulder-width apart, you force your triceps to do more of the work, thus making this an effective arm-building exercise. If you experience shoulder pain, a slight incline is preferred or dumbbells are suggested.",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decline Dumbbell Bench Press,BENCH_PRESS,DECLINE_DUMBBELL_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Bench Press,BENCH_PRESS,DUMBBELL_BENCH_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/BENCH_PRESS/DUMBBELL_BENCH_PRESS,Advanced,"The dumbbell bench press is an upper body exercise that strengthens the chest, shoulders, and triceps while improving muscular balance. Using dumbbells allows for a great range of motion in the chest and can also be easier on the shoulders and prevent pain.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Floor Press,BENCH_PRESS,DUMBBELL_FLOOR_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/BENCH_PRESS/DUMBBELL_FLOOR_PRESS,Beginner,"The dumbbell floor press is a shoulder-friendly upper body pressing exercise that strengthens the chest, shoulders, and arms. Utilizing the floor removes potential strain placed on the shoulder joint.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline Barbell Bench Press,BENCH_PRESS,INCLINE_BARBELL_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Bench Press,BENCH_PRESS,INCLINE_DUMBBELL_BENCH_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/BENCH_PRESS/INCLINE_DUMBBELL_BENCH_PRESS,Advanced,"The incline dumbbell bench press is an upper-body strengthening exercise that targets the chest, shoulder, and triceps. The inclined position increases the exercise's emphasis on the upper chest and shoulders. Using dumbbells allows for a greater range of motion and can help prevent any strength imbalances on either arm.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline Smith Machine Bench Press,BENCH_PRESS,INCLINE_SMITH_MACHINE_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Isometric Barbell Bench Press,BENCH_PRESS,ISOMETRIC_BARBELL_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kettlebell Chest Press,BENCH_PRESS,KETTLEBELL_CHEST_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/BENCH_PRESS/KETTLEBELL_CHEST_PRESS,Intermediate,"The kettlebell chest press is a variation of the traditional bench press. Stabilizing the kettlebell throughout the press builds additional strength in the chest, triceps, and delts.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neutral-grip Dumbbell Bench Press,BENCH_PRESS,NEUTRAL_GRIP_DUMBBELL_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neutral-grip Dumbbell Incline Bench Press,BENCH_PRESS,NEUTRAL_GRIP_DUMBBELL_INCLINE_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One-arm Floor Press,BENCH_PRESS,ONE_ARM_FLOOR_PRESS,FALSE,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partial Lockout,BENCH_PRESS,PARTIAL_LOCKOUT,TRUE,,https://connect.garmin.com/modern/exercises/BENCH_PRESS/PARTIAL_LOCKOUT,Intermediate,"The partial lockout is an isometric exercise that increases strength and endurance in the chest, shoulders, and triceps. The exercise works through a short range of motion near the top portion of the bench press. This allows you to build strength if your sticking point is finishing the lift. The lockout forces you to hold a weight at the top of the motion (the isometric aspect), typically using a weight that is heavier than what you could use for a full range of motion repetition. This exercise helps exercisers adapt to using heavier weights and resistance.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reverse-grip Barbell Bench Press,BENCH_PRESS,REVERSE_GRIP_BARBELL_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reverse-grip Incline Bench Press,BENCH_PRESS,REVERSE_GRIP_INCLINE_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-arm Cable Chest Press,BENCH_PRESS,SINGLE_ARM_CABLE_CHEST_PRESS,FALSE,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-arm Dumbbell Bench Press,BENCH_PRESS,SINGLE_ARM_DUMBBELL_BENCH_PRESS,FALSE,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith Machine Bench Press,BENCH_PRESS,SMITH_MACHINE_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swiss Ball Dumbbell Chest Press,BENCH_PRESS,SWISS_BALL_DUMBBELL_CHEST_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Triple-stop Barbell Bench Press,BENCH_PRESS,TRIPLE_STOP_BARBELL_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted One-arm Floor Press,BENCH_PRESS,WEIGHTED_ONE_ARM_FLOOR_PRESS,FALSE,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wide-grip Barbell Bench Press,BENCH_PRESS,WIDE_GRIP_BARBELL_BENCH_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bike,BIKE_OUTDOOR,BIKE,FALSE,,,,,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-way Calf Raise,CALF_RAISE,_3_WAY_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-way Single-leg Calf Raise,CALF_RAISE,_3_WAY_SINGLE_LEG_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-way Weighted Calf Raise,CALF_RAISE,_3_WAY_WEIGHTED_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-way Weighted Single-leg Calf Raise,CALF_RAISE,_3_WAY_WEIGHTED_SINGLE_LEG_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calf Raise,CALF_RAISE,CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donkey Calf Raise,CALF_RAISE,DONKEY_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seated Calf Raise,CALF_RAISE,SEATED_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seated Dumbbell Toe Raise,CALF_RAISE,SEATED_DUMBBELL_TOE_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Bent-knee Calf Raise,CALF_RAISE,SINGLE_LEG_BENT_KNEE_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Decline Push-up,CALF_RAISE,SINGLE_LEG_DECLINE_PUSH_UP,FALSE,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Donkey Calf Raise,CALF_RAISE,SINGLE_LEG_DONKEY_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Hip Raise with Knee Hold,CALF_RAISE,SINGLE_LEG_HIP_RAISE_WITH_KNEE_HOLD,FALSE,,,,,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Standing Calf Raise,CALF_RAISE,SINGLE_LEG_STANDING_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Standing Dumbbell Calf Raise,CALF_RAISE,SINGLE_LEG_STANDING_DUMBBELL_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Barbell Calf Raise,CALF_RAISE,STANDING_BARBELL_CALF_RAISE,TRUE,,https://connect.garmin.com/modern/exercises/CALF_RAISE/STANDING_BARBELL_CALF_RAISE,Beginner,"The standing barbell calf raise develops size and strength in the lower leg. Use of a weighted barbell creates increased resistance, resulting in targeted development of the calf muscles.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Calf Raise,CALF_RAISE,STANDING_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Dumbbell Calf Raise,CALF_RAISE,STANDING_DUMBBELL_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Donkey Calf Raise,CALF_RAISE,WEIGHTED_DONKEY_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Seated Calf Raise,CALF_RAISE,WEIGHTED_SEATED_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Single-leg Bent-knee Calf Raise,CALF_RAISE,WEIGHTED_SINGLE_LEG_BENT_KNEE_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Single-leg Donkey Calf Raise,CALF_RAISE,WEIGHTED_SINGLE_LEG_DONKEY_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Standing Calf Raise,CALF_RAISE,WEIGHTED_STANDING_CALF_RAISE,FALSE,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob and Weave Circle,CARDIO,BOB_AND_WEAVE_CIRCLE,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardio Core Crawl,CARDIO,CARDIO_CORE_CRAWL,TRUE,,https://connect.garmin.com/modern/exercises/CARDIO/CARDIO_CORE_CRAWL,Beginner,"The cardio core crawl is a dynamic, multi-joint exercise that targets the core, hips, and glutes. The exercise also strengthens the lower back and shoulders.",0,0,1,0,0,0,0,0,2,0,1,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Under,CARDIO,DOUBLE_UNDER,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jump Rope,CARDIO,JUMP_ROPE,TRUE,,https://connect.garmin.com/modern/exercises/CARDIO/JUMP_ROPE,Intermediate,"Jumping rope is a full body conditioning drill that develops foot work, speed and agility. This exercise also improves cardiovascular endurance and coordination.",0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jump Rope Crossover,CARDIO,JUMP_ROPE_CROSSOVER,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jump Rope Jog,CARDIO,JUMP_ROPE_JOG,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jumping Jacks,CARDIO,JUMPING_JACKS,TRUE,,https://connect.garmin.com/modern/exercises/CARDIO/JUMPING_JACKS,Beginner,"This dynamic full-body exercise is a popular warm-up that increases body temperature, aerobic capacity, and strength.",0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ski Moguls,CARDIO,SKI_MOGULS,FALSE,,,,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Split Jacks,CARDIO,SPLIT_JACKS,FALSE,,,,,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squat Jacks,CARDIO,SQUAT_JACKS,TRUE,,https://connect.garmin.com/modern/exercises/CARDIO/SQUAT_JACKS,Intermediate,"Squat jacks are a lower-body power and strength exercise that target the quads, glutes, and hamstrings. The exercise also improves hip mobility and cardiovascular endurance.",0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triple Under,CARDIO,TRIPLE_UNDER,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Bob and Weave Circle,CARDIO,WEIGHTED_BOB_AND_WEAVE_CIRCLE,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Cardio Core Crawl,CARDIO,WEIGHTED_CARDIO_CORE_CRAWL,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,1,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Double Under,CARDIO,WEIGHTED_DOUBLE_UNDER,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Jump Rope,CARDIO,WEIGHTED_JUMP_ROPE,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Jump Rope Crossover,CARDIO,WEIGHTED_JUMP_ROPE_CROSSOVER,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Jump Rope Jog,CARDIO,WEIGHTED_JUMP_ROPE_JOG,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Jumping Jacks,CARDIO,WEIGHTED_JUMPING_JACKS,FALSE,,,,,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Ski Moguls,CARDIO,WEIGHTED_SKI_MOGULS,FALSE,,,,,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Split Jacks,CARDIO,WEIGHTED_SPLIT_JACKS,FALSE,,,,,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Squat Jacks,CARDIO,WEIGHTED_SQUAT_JACKS,FALSE,,,,,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Triple Under,CARDIO,WEIGHTED_TRIPLE_UNDER,FALSE,,,,,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bar Holds,CARRY,BAR_HOLDS,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carry,CARRY,CARRY,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Waiter Carry,CARRY,DUMBBELL_WAITER_CARRY,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmer's Carry,CARRY,FARMERS_CARRY,FALSE,,,,,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmer's Carry on Toes,CARRY,FARMERS_CARRY_ON_TOES,FALSE,,,,,0,0,0,0,0,1,0,1,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmer's Carry Walk Lunge,CARRY,FARMERS_CARRY_WALK_LUNGE,FALSE,,,,,0,0,0,0,0,0,0,1,2,2,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmer's Walk,CARRY,FARMERS_WALK,FALSE,,,,,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmer's Walk on Toes,CARRY,FARMERS_WALK_ON_TOES,FALSE,,,,,0,0,0,0,0,1,0,1,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hex Dumbbell Hold,CARRY,HEX_DUMBBELL_HOLD,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overhead Carry,CARRY,OVERHEAD_CARRY,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cable Pull-through,CHOP,CABLE_PULL_THROUGH,FALSE,,,,,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cable Rotational Lift,CHOP,CABLE_ROTATIONAL_LIFT,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cable Woodchop,CHOP,CABLE_WOODCHOP,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chop,CHOP,CHOP,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Chop to Knee,CHOP,CROSS_CHOP_TO_KNEE,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Chop,CHOP,DUMBBELL_CHOP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half-kneeling Rotation,CHOP,HALF_KNEELING_ROTATION,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
